m/z,RT1_center,RT2_center
218.0,7865.968,2.432
230.0,8545.744,2.192
172.0,5462.224,1.16
172.0,5577.856,1.16
188.0,8086.72,2.272
189.0,6860.32,1.544
189.0,7876.48,2.136
189.0,8086.72,2.272
173.0,6692.128,2.056
173.0,7540.096,2.312
173.0,7687.264,2.36
175.0,7519.072,2.44
175.0,7687.264,2.352
176.0,7519.072,2.424
180.0,7280.8,2.56
165.0,5262.496,1.376
188.0,7522.576,1.896
165.0,5802.112,1.408
165.0,6096.448,1.552
165.0,6846.304,1.816
182.0,6604.528,2.048
182.0,6692.128,2.064
185.0,6692.128,2.168
186.0,5493.76,1.056
167.0,9036.304,1.264
170.0,5097.808,1.816
170.0,5518.288,1.368
